mouvement,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,coord_63,coord_64,coord_65,coord_66,coord_67,coord_68,coord_69,coord_70,coord_71,coord_72,coord_73,coord_74,coord_75,coord_76,coord_77,coord_78,coord_79,coord_80,coord_81,coord_82,coord_83,coord_84,coord_85,coord_86,coord_87,coord_88,coord_89,coord_90,coord_91,coord_92,coord_93,coord_94,coord_95,coord_96,coord_97,coord_98,coord_99
immobile,0.39046719670295715,0.18339994549751282,-0.34744617342948914,0.3967300355434418,0.17192068696022034,-0.3270072042942047,0.40022897720336914,0.17223086953163147,-0.3270161747932434,0.40297380089759827,0.17291730642318726,-0.32700029015541077,0.3841041922569275,0.17155694961547852,-0.33318811655044556,0.37990108132362366,0.17174816131591797,-0.3332298994064331,0.37586572766304016,0.1723620891571045,-0.3332659900188446,0.40827322006225586,0.1811636984348297,-0.19500020146369934,0.3703899681568146,0.1812950074672699,-0.22573597729206085,0.3982534408569336,0.2002968192100525,-0.2974354922771454,0.38294264674186707,0.19961711764335632,-0.3060958683490753,0.43547534942626953,0.2774524688720703,-0.0736047700047493,0.339741051197052,0.2693580389022827,-0.16237680613994598,0.44863614439964294,0.38205015659332275,0.007444451563060284,0.32488059997558594,0.385131299495697,-0.1265898197889328,0.4639049470424652,0.4676162898540497,-0.1038275957107544,0.3227812945842743,0.47574564814567566,-0.21676507592201233,0.4672296643257141,0.4961791932582855,-0.13428543508052826,0.32007360458374023,0.504853367805481,-0.25033053755760193,0.46457189321517944,0.4948996603488922,-0.17423021793365479,0.3269304633140564,0.5018414258956909,-0.2874849736690521,0.46208056807518005,0.48756906390190125,-0.12262506783008575,0.3303433358669281,0.49281737208366394,-0.23243632912635803,0.41789668798446655,0.471014142036438,0.03902362659573555,0.3634367287158966,0.47466719150543213,-0.039140116423368454,0.41409367322921753,0.6248024106025696,0.04284825921058655,0.3629814088344574,0.6266278028488159,-0.036388952285051346,0.4046993851661682,0.7591107487678528,0.21561750769615173,0.35847222805023193,0.7616251707077026,0.14109385013580322,0.3942687213420868,0.7738813161849976,0.22357681393623352,0.3572002947330475,0.7762430906295776,0.15002256631851196,0.4224797189235687,0.7976080179214478,0.0928821712732315,0.36217838525772095,0.8013976812362671,0.0028265458531677723
immobile,0.39028307795524597,0.18298418819904327,-0.2958930730819702,0.3960140347480774,0.17159275710582733,-0.27447226643562317,0.39947646856307983,0.1718514859676361,-0.27449294924736023,0.4027799069881439,0.1724444329738617,-0.27447623014450073,0.3839152157306671,0.17129819095134735,-0.2835613191127777,0.3795934319496155,0.17153695225715637,-0.28359249234199524,0.3754376769065857,0.1721159666776657,-0.2836153209209442,0.4075532555580139,0.18089574575424194,-0.14599406719207764,0.36954304575920105,0.18091493844985962,-0.19142723083496094,0.39752304553985596,0.19965171813964844,-0.24786296486854553,0.3825983703136444,0.19939956068992615,-0.26063352823257446,0.4339146614074707,0.277221143245697,-0.030211593955755234,0.339153528213501,0.2689140737056732,-0.15287521481513977,0.4459935128688812,0.38156285881996155,0.045545466244220734,0.32472220063209534,0.385319322347641,-0.12659645080566406,0.460822194814682,0.46818819642066956,-0.05371357873082161,0.32220059633255005,0.4763481318950653,-0.207860067486763,0.46468573808670044,0.4960802495479584,-0.07974866777658463,0.31943637132644653,0.5051344037055969,-0.24001333117485046,0.46089863777160645,0.4948999583721161,-0.11797426640987396,0.32640162110328674,0.5024509429931641,-0.2717937231063843,0.45820242166519165,0.4877535402774811,-0.0719151645898819,0.3296507000923157,0.49375584721565247,-0.22142501175403595,0.416738361120224,0.4708831012248993,0.05205431580543518,0.36245739459991455,0.4735708236694336,-0.052134353667497635,0.41155990958213806,0.6246793866157532,0.043242692947387695,0.36441344022750854,0.6275618672370911,-0.06585683673620224,0.39960721135139465,0.7590810656547546,0.19180569052696228,0.35765987634658813,0.7616271376609802,0.07973664253950119,0.38734379410743713,0.7748821973800659,0.19797128438949585,0.3549168109893799,0.7770726680755615,0.08631020784378052,0.4238455891609192,0.7972341775894165,0.08809806406497955,0.36551254987716675,0.8021251559257507,-0.049227550625801086
immobile,0.38982728123664856,0.18285463750362396,-0.3002583682537079,0.39534369111061096,0.17142921686172485,-0.2788393199443817,0.39877238869667053,0.17170540988445282,-0.278858482837677,0.40254053473472595,0.17229686677455902,-0.27883830666542053,0.38343027234077454,0.17108875513076782,-0.28717395663261414,0.37886786460876465,0.17133864760398865,-0.2872127890586853,0.37473368644714355,0.17188535630702972,-0.28723734617233276,0.40710392594337463,0.18087878823280334,-0.1499500274658203,0.36866074800491333,0.18066175282001495,-0.1922244280576706,0.3967511057853699,0.19954104721546173,-0.25222599506378174,0.38189607858657837,0.19935636222362518,-0.2640302777290344,0.4329310357570648,0.2772824466228485,-0.033890463411808014,0.338509202003479,0.2688091993331909,-0.15374737977981567,0.4447733461856842,0.38172784447669983,0.04138650745153427,0.32453688979148865,0.38576599955558777,-0.1308005303144455,0.45861220359802246,0.46965518593788147,-0.058391325175762177,0.3221648335456848,0.4766649305820465,-0.20867672562599182,0.46264663338661194,0.4961468577384949,-0.08483243733644485,0.31942668557167053,0.5052074790000916,-0.24120326340198517,0.45872217416763306,0.4952411949634552,-0.12284302711486816,0.32638561725616455,0.5026925206184387,-0.2746632993221283,0.4560299515724182,0.4885234236717224,-0.07648672163486481,0.32961052656173706,0.494206964969635,-0.22318966686725616,0.41582685708999634,0.4708949327468872,0.05507521703839302,0.3616381585597992,0.4732449948787689,-0.055165380239486694,0.4099385738372803,0.6246755719184875,0.05379970744252205,0.36438801884651184,0.6286712288856506,-0.06147769093513489,0.3960476815700531,0.7585833072662354,0.1978510320186615,0.3560628592967987,0.7616297006607056,0.08736725151538849,0.38351529836654663,0.7749412059783936,0.2048523873090744,0.35188180208206177,0.7782161831855774,0.0944017842411995,0.42423486709594727,0.7961623668670654,0.10169260203838348,0.3660111427307129,0.8028268814086914,-0.04159188270568848
immobile,0.38923245668411255,0.18279510736465454,-0.3091786503791809,0.3948306441307068,0.17127090692520142,-0.2883895933628082,0.39821943640708923,0.17154304683208466,-0.28840184211730957,0.40228837728500366,0.17209331691265106,-0.2883758544921875,0.38287538290023804,0.17095860838890076,-0.2959898114204407,0.3781265914440155,0.17123761773109436,-0.29603248834609985,0.3741094470024109,0.17176944017410278,-0.2960560619831085,0.4067753255367279,0.1807858943939209,-0.16083188354969025,0.36800143122673035,0.18051506578922272,-0.19967344403266907,0.3960863947868347,0.19947604835033417,-0.26166898012161255,0.38107162714004517,0.19935721158981323,-0.27255743741989136,0.43206244707107544,0.2772812843322754,-0.04397131875157356,0.3380466103553772,0.26865798234939575,-0.1576242744922638,0.44413962960243225,0.38177403807640076,0.03376364707946777,0.3238779604434967,0.38649651408195496,-0.13726314902305603,0.45809444785118103,0.4697406589984894,-0.06867578625679016,0.32204821705818176,0.47668296098709106,-0.21349355578422546,0.4622109830379486,0.49608853459358215,-0.09522329270839691,0.3193965554237366,0.5051838755607605,-0.24565425515174866,0.45806342363357544,0.495241641998291,-0.13299192488193512,0.3263837397098541,0.5027080774307251,-0.276040256023407,0.45529285073280334,0.4885874390602112,-0.08659155666828156,0.32959985733032227,0.4942183792591095,-0.2258722335100174,0.415203720331192,0.4708641767501831,0.05460295081138611,0.361198753118515,0.4727243185043335,-0.054714739322662354,0.40880411863327026,0.6245235800743103,0.06387028843164444,0.3640362322330475,0.629361093044281,-0.05665131285786629,0.395938903093338,0.7578445672988892,0.20096805691719055,0.355284720659256,0.7613734602928162,0.08904515206813812,0.3836820423603058,0.7749422788619995,0.20793652534484863,0.35118216276168823,0.778287947177887,0.09568436443805695,0.42527157068252563,0.7958463430404663,0.10480517148971558,0.36761584877967834,0.8028228282928467,-0.03803776204586029
immobile,0.38919851183891296,0.182754784822464,-0.3135691285133362,0.3946300148963928,0.17119334638118744,-0.29149359464645386,0.3980003297328949,0.17146526277065277,-0.29150235652923584,0.4021659791469574,0.17202167212963104,-0.29147523641586304,0.3827322721481323,0.17083506286144257,-0.3029635548591614,0.3779093325138092,0.17110823094844818,-0.30302637815475464,0.37383362650871277,0.17160774767398834,-0.3030479848384857,0.40639829635620117,0.18073903024196625,-0.1628623902797699,0.3675950765609741,0.18027068674564362,-0.21259018778800964,0.39588654041290283,0.19945202767848969,-0.2643067538738251,0.38090819120407104,0.19936127960681915,-0.2802223861217499,0.4313691258430481,0.277255117893219,-0.04807797819375992,0.3373299539089203,0.26857468485832214,-0.17090201377868652,0.44321316480636597,0.38192301988601685,0.02997683547437191,0.3233555555343628,0.3866161108016968,-0.14768144488334656,0.4573334753513336,0.4699719548225403,-0.07124735414981842,0.32205769419670105,0.47688791155815125,-0.2220737189054489,0.4615311622619629,0.4960876405239105,-0.09743495285511017,0.31939780712127686,0.5053279995918274,-0.25430476665496826,0.4574064612388611,0.4952607750892639,-0.13575708866119385,0.3263915181159973,0.5031304359436035,-0.28354722261428833,0.45457714796066284,0.4887464940547943,-0.08935686200857162,0.3296240270137787,0.49465373158454895,-0.23435552418231964,0.41466450691223145,0.47066494822502136,0.054904114454984665,0.36076119542121887,0.4722363352775574,-0.05501953884959221,0.40834856033325195,0.6237295269966125,0.06260891258716583,0.3640294075012207,0.6295849680900574,-0.05675840377807617,0.39617785811424255,0.7570609450340271,0.2041964828968048,0.3553350865840912,0.76131272315979,0.09553025662899017,0.38401398062705994,0.7747933864593506,0.21092689037322998,0.35141879320144653,0.7783216834068298,0.10281642526388168,0.42511582374572754,0.7955144643783569,0.10732986032962799,0.3675987124443054,0.8028165102005005,-0.03518921881914139
immobile,0.3888137638568878,0.1826918125152588,-0.32584524154663086,0.39425233006477356,0.17108874022960663,-0.30345791578292847,0.3975302278995514,0.17136986553668976,-0.3034655451774597,0.4018264412879944,0.1719193011522293,-0.30345115065574646,0.3824290335178375,0.17067168653011322,-0.314832478761673,0.37756073474884033,0.17092537879943848,-0.31489890813827515,0.37352436780929565,0.1713782101869583,-0.3149215281009674,0.406017005443573,0.1807040572166443,-0.1707494556903839,0.3672221302986145,0.17994698882102966,-0.22295895218849182,0.39533406496047974,0.19938351213932037,-0.27575603127479553,0.38034871220588684,0.19934195280075073,-0.291606605052948,0.4299296736717224,0.2774570882320404,-0.05125098675489426,0.3364555239677429,0.2683798372745514,-0.17837151885032654,0.44194912910461426,0.3819446563720703,0.028865208849310875,0.32256969809532166,0.386663019657135,-0.15449748933315277,0.4563318192958832,0.46996456384658813,-0.07335653901100159,0.3219988942146301,0.4772033393383026,-0.2290273904800415,0.46088019013404846,0.4958481788635254,-0.09920327365398407,0.31904473900794983,0.505515456199646,-0.2617374658584595,0.4569150507450104,0.4951707422733307,-0.13812550902366638,0.3262311816215515,0.503558874130249,-0.2909272313117981,0.45398005843162537,0.48874378204345703,-0.09164848178625107,0.3295045793056488,0.4951077401638031,-0.24146768450737,0.41407662630081177,0.4704681932926178,0.053940821439027786,0.360085666179657,0.47195786237716675,-0.05405374616384506,0.4081318974494934,0.6237435936927795,0.063773974776268,0.3634127080440521,0.6321204304695129,-0.05507083982229233,0.39659494161605835,0.7570630311965942,0.2116505652666092,0.3552802801132202,0.7639226913452148,0.09842739999294281,0.3854464888572693,0.7747901678085327,0.21873131394386292,0.3512989282608032,0.7809304594993591,0.10555534064769745,0.42538851499557495,0.7954877018928528,0.11141662299633026,0.3684402108192444,0.8034049272537231,-0.03660745918750763
immobile,0.3886459469795227,0.18253955245018005,-0.3250102698802948,0.39401930570602417,0.1710023730993271,-0.30322831869125366,0.39729082584381104,0.17128880321979523,-0.30323877930641174,0.4016458988189697,0.17184513807296753,-0.30322498083114624,0.3822585642337799,0.17053580284118652,-0.3137386441230774,0.3773890733718872,0.17078274488449097,-0.31379997730255127,0.37333056330680847,0.17121417820453644,-0.3138243556022644,0.4057469367980957,0.18068143725395203,-0.1717069149017334,0.36695319414138794,0.17974048852920532,-0.2217501848936081,0.39511656761169434,0.19929762184619904,-0.27552133798599243,0.38010653853416443,0.19927504658699036,-0.2904983162879944,0.4295540750026703,0.27752986550331116,-0.052367545664310455,0.33568018674850464,0.26796942949295044,-0.1763450801372528,0.44142985343933105,0.38225114345550537,0.027290761470794678,0.32230398058891296,0.3865755796432495,-0.15176251530647278,0.45527368783950806,0.47054991126060486,-0.0726068764925003,0.32192671298980713,0.47720247507095337,-0.2270417958498001,0.4600251615047455,0.4960405230522156,-0.09797762334346771,0.31874513626098633,0.5055062770843506,-0.2597641944885254,0.45637044310569763,0.4956122040748596,-0.1366194635629654,0.32592228055000305,0.503619372844696,-0.2901398837566376,0.45342618227005005,0.48927509784698486,-0.09085915982723236,0.32926133275032043,0.495184987783432,-0.23993495106697083,0.4130314290523529,0.4704096019268036,0.05360550805926323,0.3588896095752716,0.47173887491226196,-0.053719133138656616,0.4075844883918762,0.6248306632041931,0.06333883106708527,0.36287403106689453,0.633228063583374,-0.05434830114245415,0.39732322096824646,0.7574067711830139,0.21163344383239746,0.35506659746170044,0.765438973903656,0.09735213220119476,0.3871864080429077,0.7751956582069397,0.21870741248130798,0.35119038820266724,0.7822026610374451,0.10429401695728302,0.4261929988861084,0.7960290908813477,0.10971637070178986,0.3685116171836853,0.8038815259933472,-0.037265948951244354
immobile,0.38861221075057983,0.18252693116664886,-0.3263572156429291,0.39394810795783997,0.17098507285118103,-0.30457377433776855,0.39725008606910706,0.1712782233953476,-0.304578959941864,0.401599645614624,0.1718401461839676,-0.3045610785484314,0.3822212815284729,0.17048008739948273,-0.31528985500335693,0.37735265493392944,0.17072385549545288,-0.31534966826438904,0.3732447326183319,0.17114757001399994,-0.31537193059921265,0.4055681824684143,0.1807054579257965,-0.17332834005355835,0.3668214976787567,0.1797069013118744,-0.22377833724021912,0.3950413465499878,0.19930097460746765,-0.2770741879940033,0.3800218403339386,0.1992764174938202,-0.2921305000782013,0.4289141595363617,0.2782737612724304,-0.053684551268815994,0.33517736196517944,0.26781243085861206,-0.17970643937587738,0.44063830375671387,0.38280782103538513,0.027049273252487183,0.3215671181678772,0.3866772949695587,-0.1559676229953766,0.45465531945228577,0.47107526659965515,-0.0722678154706955,0.32095834612846375,0.47713708877563477,-0.22984683513641357,0.4594901204109192,0.49631792306900024,-0.09717288613319397,0.31760019063949585,0.5054728388786316,-0.2623516321182251,0.4558407664299011,0.4959724545478821,-0.13586747646331787,0.32530900835990906,0.5036181211471558,-0.29236510396003723,0.4528879225254059,0.4895818829536438,-0.09045994281768799,0.3287178874015808,0.49514371156692505,-0.24261975288391113,0.4120202958583832,0.4703117609024048,0.05408579856157303,0.3582131564617157,0.47133055329322815,-0.05420932173728943,0.4074580669403076,0.6233699321746826,0.06458380073308945,0.3626193404197693,0.6324021220207214,-0.053740549832582474,0.39749258756637573,0.7566078305244446,0.21379657089710236,0.35480767488479614,0.7624196410179138,0.10012279450893402,0.3873053193092346,0.7749097347259521,0.2209087610244751,0.35110312700271606,0.7802667617797852,0.10735087096691132,0.426133930683136,0.7959259152412415,0.11294237524271011,0.36836814880371094,0.8029247522354126,-0.035586051642894745
immobile,0.3885909616947174,0.1822565644979477,-0.3087962865829468,0.39382317662239075,0.17078693211078644,-0.28719839453697205,0.39711692929267883,0.17106468975543976,-0.28721147775650024,0.4014352858066559,0.1716153621673584,-0.28719210624694824,0.38216137886047363,0.17028231918811798,-0.29746490716934204,0.3772749900817871,0.17052653431892395,-0.2975124418735504,0.3730979263782501,0.17094013094902039,-0.2975360155105591,0.40524500608444214,0.18052712082862854,-0.1571047604084015,0.36662620306015015,0.17945004999637604,-0.208327978849411,0.39493298530578613,0.1991024762392044,-0.26013290882110596,0.3799838125705719,0.19912128150463104,-0.2746790647506714,0.4283246099948883,0.27836525440216064,-0.04016474634408951,0.33470624685287476,0.26714393496513367,-0.17150923609733582,0.4397846758365631,0.38301748037338257,0.037130825221538544,0.3203677237033844,0.3846946358680725,-0.15504135191440582,0.4531335234642029,0.4718368649482727,-0.05944247916340828,0.3182305097579956,0.4762073755264282,-0.22443445026874542,0.4579542577266693,0.496815949678421,-0.08436863869428635,0.31507495045661926,0.505158543586731,-0.2567552328109741,0.4544908106327057,0.496547132730484,-0.1233920007944107,0.323924720287323,0.5034211874008179,-0.28560349345207214,0.4515133798122406,0.4902304708957672,-0.07788721472024918,0.3272537887096405,0.4948042631149292,-0.2367454320192337,0.41141024231910706,0.47029629349708557,0.055294256657361984,0.3576410412788391,0.4710598289966583,-0.05539799481630325,0.4073769152164459,0.6228660941123962,0.06546861678361893,0.36214426159858704,0.6323425769805908,-0.055008113384246826,0.39773067831993103,0.7565746903419495,0.2092662751674652,0.3541010916233063,0.7638344168663025,0.08947668969631195,0.3874293267726898,0.7748953104019165,0.2153521329164505,0.35028690099716187,0.7820207476615906,0.09573367983102798,0.4261084198951721,0.795663058757782,0.11123001575469971,0.3684810996055603,0.8032022714614868,-0.043224774301052094
immobile,0.3884068727493286,0.18208767473697662,-0.3033790588378906,0.3936099410057068,0.17070981860160828,-0.28196099400520325,0.39689841866493225,0.1710054725408554,-0.2819764018058777,0.40122121572494507,0.17156736552715302,-0.28195640444755554,0.3819088637828827,0.17015981674194336,-0.2915688157081604,0.3769994378089905,0.1703936904668808,-0.29161423444747925,0.3728441596031189,0.17077995836734772,-0.291639506816864,0.4049801826477051,0.18052206933498383,-0.15307465195655823,0.3663260042667389,0.17927248775959015,-0.20151925086975098,0.39476117491722107,0.19903801381587982,-0.2552424669265747,0.37972626090049744,0.19902892410755157,-0.26887398958206177,0.427793025970459,0.2785539925098419,-0.03675848990678787,0.33416038751602173,0.2667890191078186,-0.1669747531414032,0.43915849924087524,0.3840441107749939,0.04009362682700157,0.3192729353904724,0.38454729318618774,-0.15400691330432892,0.45288515090942383,0.47265905141830444,-0.05577894300222397,0.3166770040988922,0.47564932703971863,-0.22293946146965027,0.45741963386535645,0.49727949500083923,-0.08078490197658539,0.31353116035461426,0.5047401189804077,-0.2554873824119568,0.4540455937385559,0.4970698058605194,-0.1197136789560318,0.3228808045387268,0.503018319606781,-0.2838853895664215,0.4511638581752777,0.49078357219696045,-0.07423825562000275,0.3261122405529022,0.49419301748275757,-0.23504912853240967,0.41050487756729126,0.47068294882774353,0.055883269757032394,0.3567264974117279,0.4710657298564911,-0.05598236992955208,0.4069457948207855,0.6230298280715942,0.07058348506689072,0.36103543639183044,0.6330158114433289,-0.05475788190960884,0.39779356122016907,0.7565857172012329,0.21090717613697052,0.3534601330757141,0.7656363248825073,0.09056253731250763,0.3874232769012451,0.7748927474021912,0.2168962061405182,0.3494793176651001,0.7830830812454224,0.09701623767614365,0.42607563734054565,0.7956602573394775,0.11317318677902222,0.3687649369239807,0.8035852909088135,-0.0409516766667366
