Landmark_1_x,Landmark_2_x,Landmark_3_x,Landmark_4_x,Landmark_5_x,Landmark_6_x,Landmark_7_x,Landmark_8_x,Landmark_9_x,Landmark_10_x,Landmark_11_x,Landmark_12_x,Landmark_13_x,Landmark_14_x,Landmark_15_x,Landmark_16_x,Landmark_17_x,Landmark_18_x,Landmark_19_x,Landmark_20_x,Landmark_21_x,Landmark_1_y,Landmark_2_y,Landmark_3_y,Landmark_4_y,Landmark_5_y,Landmark_6_y,Landmark_7_y,Landmark_8_y,Landmark_9_y,Landmark_10_y,Landmark_11_y,Landmark_12_y,Landmark_13_y,Landmark_14_y,Landmark_15_y,Landmark_16_y,Landmark_17_y,Landmark_18_y,Landmark_19_y,Landmark_20_y,Landmark_21_y,Landmark_1_z,Landmark_2_z,Landmark_3_z,Landmark_4_z,Landmark_5_z,Landmark_6_z,Landmark_7_z,Landmark_8_z,Landmark_9_z,Landmark_10_z,Landmark_11_z,Landmark_12_z,Landmark_13_z,Landmark_14_z,Landmark_15_z,Landmark_16_z,Landmark_17_z,Landmark_18_z,Landmark_19_z,Landmark_20_z,Landmark_21_z
0.26913753151893616,0.6854115128517151,1.8969258235301822e-06,0.41393500566482544,0.6383485794067383,-0.128933846950531,0.5196748971939087,0.5004708170890808,-0.2197648137807846,0.6139653921127319,0.35250794887542725,-0.29219797253608704,0.7104572057723999,0.22717946767807007,-0.3694404363632202,0.3311552405357361,0.2808837294578552,-0.2248472422361374,0.3390733301639557,0.04456701874732971,-0.3220265209674835,0.3318481743335724,-0.1086270809173584,-0.3831360340118408,0.32575497031211853,-0.22813957929611206,-0.4231228828430176,0.18153585493564606,0.29236719012260437,-0.2113228589296341,0.12116057425737381,0.05205845832824707,-0.28960156440734863,0.09153451025485992,-0.0905018150806427,-0.33146825432777405,0.06516103446483612,-0.1977357566356659,-0.36204689741134644,0.07092945277690887,0.36954808235168457,-0.20363545417785645,-0.0005422681570053101,0.16337215900421143,-0.27040502429008484,-0.03957906365394592,0.030633702874183655,-0.30151990056037903,-0.07013753056526184,-0.07441949844360352,-0.32377228140830994,-0.004205107688903809,0.48895707726478577,-0.2046060711145401,-0.08657166361808777,0.3587644696235657,-0.25852856040000916,-0.12656879425048828,0.27122002840042114,-0.2749195694923401,-0.1535232961177826,0.19796150922775269,-0.2846345901489258
0.26917552947998047,0.7455087304115295,1.3853743894287618e-06,0.3973486125469208,0.6794002652168274,-0.1338508427143097,0.49256420135498047,0.5693129301071167,-0.2312346249818802,0.5766215324401855,0.4517490863800049,-0.3127714693546295,0.6630390882492065,0.33802321553230286,-0.40649300813674927,0.31089165806770325,0.3842681646347046,-0.2813304662704468,0.32010045647621155,0.12357746064662933,-0.3947949707508087,0.31091219186782837,-0.04789653420448303,-0.4682498276233673,0.30041199922561646,-0.1873249113559723,-0.5214180946350098,0.17405234277248383,0.4082120954990387,-0.27709802985191345,0.08553707599639893,0.15999817848205566,-0.3751492202281952,0.029708728194236755,0.005248397588729858,-0.43830767273902893,-0.018743157386779785,-0.11782923340797424,-0.49269840121269226,0.07792258262634277,0.49857214093208313,-0.27492114901542664,-0.03556141257286072,0.3094850778579712,-0.3618221879005432,-0.12180975079536438,0.1918047070503235,-0.4158879220485687,-0.1886650025844574,0.10138101875782013,-0.46192917227745056,0.013518750667572021,0.6278873682022095,-0.28071972727775574,-0.13321110606193542,0.5800206661224365,-0.36755406856536865,-0.2324533760547638,0.5397343635559082,-0.41319361329078674,-0.31209325790405273,0.5059556365013123,-0.4473417103290558
0.24134252965450287,0.8021965026855469,1.0490120985195972e-06,0.3761943578720093,0.7460681200027466,-0.13046373426914215,0.471730500459671,0.644763708114624,-0.22423098981380463,0.5367447733879089,0.5356625318527222,-0.3032887876033783,0.602683961391449,0.42317837476730347,-0.39194270968437195,0.29088521003723145,0.46574515104293823,-0.261697381734848,0.29298776388168335,0.20707161724567413,-0.36559686064720154,0.27961060404777527,0.043534040451049805,-0.43459227681159973,0.2610326111316681,-0.09499955177307129,-0.4853112995624542,0.1624130755662918,0.4858158826828003,-0.25097426772117615,0.08014494180679321,0.27518001198768616,-0.3463199734687805,0.023435458540916443,0.1482757031917572,-0.40988385677337646,-0.028500676155090332,0.041964560747146606,-0.4656969904899597,0.06792868673801422,0.5584090352058411,-0.24156659841537476,-0.035524845123291016,0.39306968450546265,-0.322765588760376,-0.11757856607437134,0.29570597410202026,-0.3725355565547943,-0.1852542757987976,0.22159066796302795,-0.41632547974586487,0.0007551312446594238,0.6655356287956238,-0.2401585429906845,-0.12241718173027039,0.5878263711929321,-0.31353703141212463,-0.19824129343032837,0.5473991632461548,-0.35030993819236755,-0.26340365409851074,0.5171729326248169,-0.3808671236038208
0.23286062479019165,0.8053921461105347,9.128086162490945e-07,0.35489368438720703,0.7637957334518433,-0.1314343363046646,0.43851563334465027,0.6775375008583069,-0.2269214540719986,0.5009214878082275,0.5873082876205444,-0.3066078722476959,0.5551760196685791,0.4835819900035858,-0.3962849974632263,0.27721095085144043,0.5280230641365051,-0.27936750650405884,0.2706051766872406,0.3036123216152191,-0.3869905173778534,0.25012096762657166,0.1557716429233551,-0.4580971896648407,0.22543376684188843,0.026590019464492798,-0.5116969347000122,0.157480850815773,0.5455447435379028,-0.2686499059200287,0.07825205475091934,0.36177942156791687,-0.3681718409061432,0.023645848035812378,0.24905776977539062,-0.431435763835907,-0.029423058032989502,0.15100687742233276,-0.4878058135509491,0.07100943475961685,0.6135827898979187,-0.2586015462875366,-0.03145648539066315,0.46853458881378174,-0.34646305441856384,-0.11539065837860107,0.38787001371383667,-0.39782336354255676,-0.1881658434867859,0.33108410239219666,-0.44218507409095764,0.012303218245506287,0.7126438617706299,-0.2560703158378601,-0.114633709192276,0.654505729675293,-0.33859723806381226,-0.19818449020385742,0.630496621131897,-0.38165566325187683,-0.2710093855857849,0.6167876720428467,-0.4160246253013611
0.2518191337585449,0.7706317901611328,1.305055093325791e-06,0.3687781095504761,0.7481167912483215,-0.18131500482559204,0.4388836920261383,0.6767924427986145,-0.31254953145980835,0.4904690384864807,0.6091582775115967,-0.4196510314941406,0.5485523343086243,0.5120107531547546,-0.5391126871109009,0.28126260638237,0.5295320749282837,-0.37257716059684753,0.25307661294937134,0.30714571475982666,-0.5158179998397827,0.21747343242168427,0.15157261490821838,-0.6188717484474182,0.1773909628391266,0.021029949188232422,-0.6958224773406982,0.1672285497188568,0.5639360547065735,-0.34985679388046265,0.061249978840351105,0.38670065999031067,-0.4936874508857727,-0.010314971208572388,0.3112400770187378,-0.5978569984436035,-0.08053992688655853,0.2386244237422943,-0.6827892065048218,0.0876844972372055,0.6328576803207397,-0.32686758041381836,-0.021675094962120056,0.5085501074790955,-0.4465022385120392,-0.10335719585418701,0.44167548418045044,-0.5313166975975037,-0.17019781470298767,0.4078194499015808,-0.5997794270515442,0.03591948747634888,0.7256672382354736,-0.3141034245491028,-0.06905625760555267,0.6576112508773804,-0.4137275516986847,-0.12959900498390198,0.6358523964881897,-0.4753117561340332,-0.18192821741104126,0.6354385018348694,-0.5282081961631775
0.3376947045326233,0.7460328936576843,1.2195279168736306e-06,0.4221367835998535,0.7189821004867554,-0.13276995718479156,0.46082964539527893,0.6501243710517883,-0.22826160490512848,0.5072746276855469,0.5835669040679932,-0.30110904574394226,0.5561739802360535,0.521682620048523,-0.3806924521923065,0.368637353181839,0.5654086470603943,-0.29206833243370056,0.35740557312965393,0.40900230407714844,-0.3978705406188965,0.3357108235359192,0.30215609073638916,-0.46731802821159363,0.3093927502632141,0.20326057076454163,-0.5197830200195312,0.27671220898628235,0.5696114301681519,-0.2762273848056793,0.1841992735862732,0.4042946696281433,-0.3914017379283905,0.1024520993232727,0.31081444025039673,-0.48006775975227356,0.02238023281097412,0.22291120886802673,-0.5510534048080444,0.2110271453857422,0.605704665184021,-0.2557314336299896,0.10282488167285919,0.4850132465362549,-0.35668739676475525,0.006388634443283081,0.4276166558265686,-0.43246540427207947,-0.07897865772247314,0.397480309009552,-0.4889380633831024,0.17047888040542603,0.6642252802848816,-0.23960216343402863,0.07167701423168182,0.5933810472488403,-0.3203140199184418,-0.002838313579559326,0.5790196657180786,-0.37046393752098083,-0.07350131869316101,0.5811917781829834,-0.41159164905548096
0.34828054904937744,0.7724019289016724,9.508300422567117e-07,0.4362907409667969,0.7325971126556396,-0.12967635691165924,0.48650282621383667,0.6582375168800354,-0.22452449798583984,0.5256354808807373,0.583477258682251,-0.30020174384117126,0.5622398257255554,0.5266816020011902,-0.38197797536849976,0.36274784803390503,0.5542171597480774,-0.27298906445503235,0.365115761756897,0.4014090895652771,-0.3777501881122589,0.33610406517982483,0.29542168974876404,-0.4463522434234619,0.29748523235321045,0.1952454149723053,-0.4968671202659607,0.26236507296562195,0.5613973736763,-0.2571398615837097,0.1685354858636856,0.3890816569328308,-0.36939510703086853,0.08088959753513336,0.2890532314777374,-0.45054876804351807,-0.012942090630531311,0.19138112664222717,-0.5147245526313782,0.19016245007514954,0.5996019840240479,-0.23755402863025665,0.09122060984373093,0.4733526110649109,-0.3318457305431366,0.0031873881816864014,0.40471261739730835,-0.39590194821357727,-0.08012668788433075,0.350669264793396,-0.4431602358818054,0.14824241399765015,0.6621638536453247,-0.22384588420391083,0.05122729390859604,0.5940797328948975,-0.29492393136024475,-0.011821195483207703,0.564314603805542,-0.33435627818107605,-0.07166934013366699,0.5434057712554932,-0.3673146367073059
0.3469808101654053,0.7531743049621582,9.309622441833199e-07,0.42939814925193787,0.7209383249282837,-0.11396279186010361,0.47772955894470215,0.6462681889533997,-0.19538798928260803,0.5184600353240967,0.5817842483520508,-0.26074865460395813,0.5650274157524109,0.529869019985199,-0.33191609382629395,0.3808816969394684,0.5626043081283569,-0.22904536128044128,0.3819727599620819,0.43578019738197327,-0.31774377822875977,0.36722531914711,0.33806532621383667,-0.37642496824264526,0.3444955348968506,0.24579352140426636,-0.41963258385658264,0.2976978123188019,0.5709338188171387,-0.2160072922706604,0.22378036379814148,0.4217468500137329,-0.3011482357978821,0.15612637996673584,0.3322065770626068,-0.36284810304641724,0.07935090363025665,0.2488529086112976,-0.41424864530563354,0.23402580618858337,0.6075196862220764,-0.20285630226135254,0.15087535977363586,0.49189865589141846,-0.2797539234161377,0.08024875819683075,0.43920427560806274,-0.33362194895744324,0.010899513959884644,0.4001007080078125,-0.37394240498542786,0.19263462722301483,0.6636402606964111,-0.19550268352031708,0.1005304753780365,0.5952364802360535,-0.2567676603794098,0.04443542659282684,0.5720765590667725,-0.2915538251399994,-0.007009059190750122,0.5608817338943481,-0.3209267854690552
0.34849342703819275,0.7432329058647156,7.038838134576508e-07,0.4216625690460205,0.7125658988952637,-0.0883617177605629,0.4687209129333496,0.6427223682403564,-0.15112723410129547,0.5115877985954285,0.5870581269264221,-0.20349574089050293,0.5521115660667419,0.5348177552223206,-0.26144328713417053,0.3789277672767639,0.5627385377883911,-0.18058402836322784,0.3787567913532257,0.445089191198349,-0.25404632091522217,0.37259340286254883,0.36005645990371704,-0.30389803647994995,0.3551969826221466,0.27907630801200867,-0.3400532603263855,0.30356159806251526,0.5762439370155334,-0.17511208355426788,0.23693951964378357,0.4421582818031311,-0.2431783825159073,0.1784123182296753,0.36207205057144165,-0.2911197543144226,0.11216427385807037,0.2915983498096466,-0.33131715655326843,0.24656134843826294,0.6142176389694214,-0.169906347990036,0.1702345460653305,0.5147665739059448,-0.23120500147342682,0.10901686549186707,0.4684925079345703,-0.2684972584247589,0.047855645418167114,0.43507617712020874,-0.29716747999191284,0.20812100172042847,0.6693458557128906,-0.17003454267978668,0.12930412590503693,0.607620894908905,-0.21978628635406494,0.08228904008865356,0.59474778175354,-0.24197429418563843,0.03791728615760803,0.5936302542686462,-0.2605273723602295
0.3385983109474182,0.7415381669998169,6.331016493277275e-07,0.4098260700702667,0.7176132202148438,-0.08305935561656952,0.4550747275352478,0.6526001691818237,-0.14039695262908936,0.49619293212890625,0.5985794067382812,-0.18761636316776276,0.5379599928855896,0.5546929240226746,-0.24008533358573914,0.37036561965942383,0.5791013240814209,-0.16487404704093933,0.3706033229827881,0.47338250279426575,-0.23031051456928253,0.36403024196624756,0.39414095878601074,-0.2739892601966858,0.3462284505367279,0.31883227825164795,-0.30615267157554626,0.29719069600105286,0.5862335562705994,-0.15931719541549683,0.23926469683647156,0.4634307026863098,-0.21844911575317383,0.1848669946193695,0.3937002420425415,-0.25730761885643005,0.12332148849964142,0.33576756715774536,-0.2899109125137329,0.24131980538368225,0.6215181350708008,-0.1546962559223175,0.17298127710819244,0.523845374584198,-0.21058250963687897,0.11477401852607727,0.4856320023536682,-0.24218688905239105,0.05520322918891907,0.45935142040252686,-0.2657679319381714,0.2037622183561325,0.6770796775817871,-0.15498510003089905,0.12719246745109558,0.620093822479248,-0.2014090120792389,0.07784207165241241,0.6080678105354309,-0.22132755815982819,0.03186851739883423,0.605230450630188,-0.23728883266448975
